"QDate","FwdMonth","CONTOUR_D","FwdYM","CONTOUR_M","CORR_M","SLOPE_D","FwdType"
2008-02-20,4,47.7921893491124,"2008-06",,,,"WTI _ 04"
2008-02-20,5,-34.1970414201183,"2008-07",,,,"WTI _ 05"
2008-02-20,6,-34.1970414201183,"2008-08",,,,"WTI _ 06"
2008-02-20,7,-34.1970414201183,"2008-09",,,,"WTI _ 07"
2008-02-20,8,48.0352662721893,"2008-10",,,,"WTI _ 08"
2008-02-20,9,48.0352662721893,"2008-11",,,,"WTI _ 09"
2008-02-20,10,-33.2970414201183,"2008-12",,,,"WTI _ 10"
2008-02-21,0,0,"2008-02",,,,"WTI _ 00"
2008-02-21,1,-34.277967032967,"2008-03",,,,"WTI _ 01"
2008-02-21,2,-33.877967032967,"2008-04",,,,"WTI _ 02"
2008-02-21,3,50.152032967033,"2008-05",,,,"WTI _ 03"
2008-02-21,4,50.208956043956,"2008-06",,,,"WTI _ 04"
2008-02-21,5,-32.437967032967,"2008-07",,,,"WTI _ 05"
2008-02-21,6,-32.437967032967,"2008-08",,,,"WTI _ 06"
2008-02-21,7,-32.437967032967,"2008-09",,,,"WTI _ 07"
2008-02-21,8,50.4397252747253,"2008-10",,,,"WTI _ 08"
2008-02-21,9,50.4397252747253,"2008-11",,,,"WTI _ 09"
2008-02-21,10,-31.577967032967,"2008-12",,,,"WTI _ 10"
2008-02-22,0,0,"2008-02",,,,"WTI _ 00"
2008-02-22,1,-35.9413333333333,"2008-03",,,,"WTI _ 01"
2008-02-22,2,-35.5913333333333,"2008-04",,,,"WTI _ 02"
2008-02-22,3,47.0548205128205,"2008-05",,,,"WTI _ 03"
2008-02-22,4,47.1025128205128,"2008-06",,,,"WTI _ 04"
2008-02-22,5,-34.3513333333333,"2008-07",,,,"WTI _ 05"
2008-02-22,6,-34.3513333333333,"2008-08",,,,"WTI _ 06"
2008-02-22,7,-34.3513333333333,"2008-09",,,,"WTI _ 07"
2008-02-22,8,47.2994358974359,"2008-10",,,,"WTI _ 08"
2008-02-22,9,47.2994358974359,"2008-11",,,,"WTI _ 09"
2008-02-22,10,-33.6013333333333,"2008-12",,,,"WTI _ 10"
2008-02-25,0,0,"2008-02",,,,"WTI _ 00"
2008-02-25,1,-40.2627403846154,"2008-03",,,,"WTI _ 01"
2008-02-25,2,-39.8527403846154,"2008-04",,,,"WTI _ 02"
2008-02-25,3,43.9426442307692,"2008-05",,,,"WTI _ 03"
2008-02-25,4,44.0011057692308,"2008-06",,,,"WTI _ 04"
2008-02-25,5,-38.3427403846154,"2008-07",,,,"WTI _ 05"
2008-02-25,6,-38.3427403846154,"2008-08",,,,"WTI _ 06"
2008-02-25,7,-38.3427403846154,"2008-09",,,,"WTI _ 07"
2008-02-25,8,44.2272596153846,"2008-10",,,,"WTI _ 08"
2008-02-25,9,44.2272596153846,"2008-11",,,,"WTI _ 09"
2008-02-25,10,-37.5027403846154,"2008-12",,,,"WTI _ 10"
2008-02-26,0,0,"2008-02",,,,"WTI _ 00"
2008-02-26,1,-37.4043438914027,"2008-03",,,,"WTI _ 01"
2008-02-26,2,-37.0643438914027,"2008-04",,,,"WTI _ 02"
2008-02-26,3,46.4410407239819,"2008-05",,,,"WTI _ 03"
2008-02-26,4,46.4933484162896,"2008-06",,,,"WTI _ 04"
2008-02-26,5,-35.7043438914027,"2008-07",,,,"WTI _ 05"
2008-02-26,6,-35.7043438914027,"2008-08",,,,"WTI _ 06"
2008-02-26,7,-35.7043438914027,"2008-09",,,,"WTI _ 07"
2008-02-26,8,46.7102714932127,"2008-10",,,,"WTI _ 08"
2008-02-26,9,46.7102714932127,"2008-11",,,,"WTI _ 09"
2008-02-26,10,-34.8843438914027,"2008-12",,,,"WTI _ 10"
2008-02-27,0,0,"2008-02",,,,"WTI _ 00"
2008-02-27,1,-37.2879914529915,"2008-03",,,,"WTI _ 01"
2008-02-27,2,-36.9779914529915,"2008-04",,,,"WTI _ 02"
2008-02-27,3,48.2420085470085,"2008-05",,,,"WTI _ 03"
2008-02-27,4,48.2912393162393,"2008-06",,,,"WTI _ 04"
2008-02-27,5,-35.6679914529915,"2008-07",,,,"WTI _ 05"
2008-02-27,6,-35.6679914529915,"2008-08",,,,"WTI _ 06"
2008-02-27,7,-35.6679914529915,"2008-09",,,,"WTI _ 07"
2008-02-27,8,48.5050854700855,"2008-10",,,,"WTI _ 08"
2008-02-27,9,48.5050854700855,"2008-11",,,,"WTI _ 09"
2008-02-27,10,-34.8579914529914,"2008-12",,,,"WTI _ 10"
2008-02-28,0,0,"2008-02",,,,"WTI _ 00"
2008-02-28,1,-33.9386234817814,"2008-03",,,,"WTI _ 01"
2008-02-28,2,-33.6786234817814,"2008-04",,,,"WTI _ 02"
2008-02-28,3,50.4713765182186,"2008-05",,,,"WTI _ 03"
2008-02-28,4,50.5129149797571,"2008-06",,,,"WTI _ 04"
2008-02-28,5,-32.8286234817814,"2008-07",,,,"WTI _ 05"
2008-02-28,6,-32.5986234817814,"2008-08",,,,"WTI _ 06"
2008-02-28,7,-32.3886234817814,"2008-09",,,,"WTI _ 07"
2008-02-28,8,50.655991902834,"2008-10",,,,"WTI _ 08"
2008-02-28,9,50.6852226720648,"2008-11",,,,"WTI _ 09"
2008-02-28,10,-31.6986234817814,"2008-12",,,,"WTI _ 10"
2008-02-28,11,-31.4686234817814,"2009-01",,,,"WTI _ 11"
2008-02-28,12,-31.2986234817814,"2009-02",,,,"WTI _ 12"
2008-02-28,13,50.8175303643725,"2009-03",,,,"WTI _ 13"
2008-02-28,14,50.8467611336032,"2009-04",,,,"WTI _ 14"
2008-02-28,15,-30.7486234817814,"2009-05",,,,"WTI _ 15"
2008-02-28,16,-30.6186234817814,"2009-06",,,,"WTI _ 16"
2008-02-28,17,-30.4686234817814,"2009-07",,,,"WTI _ 17"
2008-02-28,18,50.9344534412956,"2009-08",,,,"WTI _ 18"
2008-02-28,19,50.9544534412955,"2009-09",,,,"WTI _ 19"
2008-02-28,20,-30.0786234817814,"2009-10",,,,"WTI _ 20"
2008-02-28,21,-29.9786234817814,"2009-11",,,,"WTI _ 21"
2008-02-28,22,-29.8686234817814,"2009-12",,,,"WTI _ 22"
2008-02-28,23,51.0190688259109,"2010-01",,,,"WTI _ 23"
2008-02-28,24,51.0267611336032,"2010-02",,,,"WTI _ 24"
2008-02-28,25,-29.6586234817814,"2010-03",,,,"WTI _ 25"
2008-02-28,26,-29.5686234817814,"2010-04",,,,"WTI _ 26"
2008-02-28,27,-29.4986234817814,"2010-05",,,,"WTI _ 27"
2008-02-28,28,51.0744534412956,"2010-06",,,,"WTI _ 28"
2008-02-28,29,51.0836842105263,"2010-07",,,,"WTI _ 29"
2008-02-28,30,-29.3386234817814,"2010-08",,,,"WTI _ 30"
2008-02-28,31,-29.2986234817814,"2010-09",,,,"WTI _ 31"
2008-02-28,32,-29.2886234817814,"2010-10",,,,"WTI _ 32"
2008-02-28,33,51.0975303643725,"2010-11",,,,"WTI _ 33"
2008-02-28,34,51.1006072874494,"2010-12",,,,"WTI _ 34"
2008-02-28,35,-29.2386234817814,"2011-01",,,,"WTI _ 35"
2008-02-29,0,0,"2008-02",,,,"WTI _ 00"
2008-02-29,1,-39.4608076923077,"2008-03",,,,"WTI _ 01"
2008-02-29,2,-39.0908076923077,"2008-04",,,,"WTI _ 02"
2008-02-29,3,47.5399615384615,"2008-05",,,,"WTI _ 03"
2008-02-29,4,47.5891923076923,"2008-06",,,,"WTI _ 04"
2008-02-29,5,-38.0408076923077,"2008-07",,,,"WTI _ 05"
2008-02-29,6,-37.7908076923077,"2008-08",,,,"WTI _ 06"
2008-02-29,7,-37.5708076923077,"2008-09",,,,"WTI _ 07"
2008-02-29,8,47.7415,"2008-10",,,,"WTI _ 08"
2008-02-29,9,47.7707307692308,"2008-11",,,,"WTI _ 09"
2008-02-29,10,-36.8808076923077,"2008-12",,,,"WTI _ 10"
2008-02-29,11,-36.6408076923077,"2009-01",,,,"WTI _ 11"
2008-02-29,12,-36.4508076923077,"2009-02",,,,"WTI _ 12"
2008-02-29,13,47.9107307692308,"2009-03",,,,"WTI _ 13"
2008-02-29,14,47.9430384615385,"2009-04",,,,"WTI _ 14"
2008-02-29,15,-35.8308076923077,"2009-05",,,,"WTI _ 15"
2008-02-29,16,-35.6708076923077,"2009-06",,,,"WTI _ 16"
2008-02-29,17,-35.5008076923077,"2009-07",,,,"WTI _ 17"
2008-02-29,18,48.0461153846154,"2009-08",,,,"WTI _ 18"
2008-02-29,19,48.0661153846154,"2009-09",,,,"WTI _ 19"
2008-02-29,20,-35.0908076923077,"2009-10",,,,"WTI _ 20"
2008-02-29,21,-34.9908076923077,"2009-11",,,,"WTI _ 21"
2008-02-29,22,-34.8708076923077,"2009-12",,,,"WTI _ 22"
2008-02-29,23,48.1322692307692,"2010-01",,,,"WTI _ 23"
2008-02-29,24,48.1430384615385,"2010-02",,,,"WTI _ 24"
2008-02-29,25,-34.6308076923077,"2010-03",,,,"WTI _ 25"
2008-02-29,26,-34.5408076923077,"2010-04",,,,"WTI _ 26"
2008-02-29,27,-34.4508076923077,"2010-05",,,,"WTI _ 27"
2008-02-29,28,48.1968846153846,"2010-06",,,,"WTI _ 28"
2008-02-29,29,48.2076538461538,"2010-07",,,,"WTI _ 29"
2008-02-29,30,-34.2508076923077,"2010-08",,,,"WTI _ 30"
2008-02-29,31,-34.2108076923077,"2010-09",,,,"WTI _ 31"
2008-02-29,32,-34.1908076923077,"2010-10",,,,"WTI _ 32"
2008-02-29,33,48.2261153846154,"2010-11",,,,"WTI _ 33"
2008-02-29,34,48.2291923076923,"2010-12",,,,"WTI _ 34"
2008-02-29,35,-34.1408076923077,"2011-01",,,,"WTI _ 35"
2008-03-03,0,0,"2008-03",,,,"WTI _ 00"
2008-03-03,1,0.410000000000011,"2008-04",,,0,"WTI _ 01"
2008-03-03,2,86.1153846153846,"2008-05",,,-85.7053846153846,"WTI _ 02"
2008-03-03,3,86.1615384615385,"2008-06",,,,"WTI _ 03"
2008-03-03,4,1.40000000000001,"2008-07",,,,"WTI _ 04"
2008-03-03,5,1.63000000000001,"2008-08",,,,"WTI _ 05"
2008-03-03,6,1.84,"2008-09",,,21.0688461538462,"WTI _ 06"
2008-03-03,7,86.3046153846154,"2008-10",,,,"WTI _ 07"
2008-03-03,8,86.3338461538462,"2008-11",,,,"WTI _ 08"
2008-03-03,9,2.49000000000001,"2008-12",,,,"WTI _ 09"
2008-03-03,10,2.7,"2009-01",,,,"WTI _ 10"
2008-03-03,11,2.86,"2009-02",,,,"WTI _ 11"
2008-03-03,12,86.4553846153846,"2009-03",,,-14.1025641025641,"WTI _ 12"
2008-03-03,13,86.4815384615385,"2009-04",,,,"WTI _ 13"
2008-03-03,14,3.38000000000001,"2009-05",,,,"WTI _ 14"
2008-03-03,15,3.5,"2009-06",,,,"WTI _ 15"
2008-03-03,16,3.63000000000001,"2009-07",,,,"WTI _ 16"
2008-03-03,17,86.5630769230769,"2009-08",,,,"WTI _ 17"
2008-03-03,18,86.58,"2009-09",,,,"WTI _ 18"
2008-03-03,19,3.98,"2009-10",,,,"WTI _ 19"
2008-03-03,20,4.07000000000001,"2009-11",,,,"WTI _ 20"
2008-03-03,21,4.15000000000001,"2009-12",,,,"WTI _ 21"
2008-03-03,22,86.6323076923077,"2010-01",,,,"WTI _ 22"
2008-03-03,23,86.6384615384615,"2010-02",,,,"WTI _ 23"
2008-03-03,24,4.30000000000001,"2010-03",,,,"WTI _ 24"
2008-03-03,25,4.36,"2010-04",,,,"WTI _ 25"
2008-03-03,26,4.42,"2010-05",,,,"WTI _ 26"
2008-03-03,27,86.6753846153846,"2010-06",,,,"WTI _ 27"
2008-03-03,28,86.6846153846154,"2010-07",,,,"WTI _ 28"
2008-03-03,29,4.57000000000001,"2010-08",,,,"WTI _ 29"
2008-03-03,30,4.61,"2010-09",,,4.54696581196581,"WTI _ 30"
2008-03-03,31,4.62,"2010-10",,,,"WTI _ 31"
2008-03-03,32,86.6984615384615,"2010-11",,,,"WTI _ 32"
2008-03-03,33,86.7,"2010-12",,,,"WTI _ 33"
2008-03-03,34,4.65000000000001,"2011-01",,,,"WTI _ 34"
2008-03-04,0,0,"2008-03",,,,"WTI _ 00"
2008-03-04,1,0.410000000000011,"2008-04",,,0,"WTI _ 01"
2008-03-04,2,86.6346153846154,"2008-05",,,-86.2246153846154,"WTI _ 02"
2008-03-04,3,86.6823076923077,"2008-06",,,,"WTI _ 03"
2008-03-04,4,1.46000000000001,"2008-07",,,,"WTI _ 04"
2008-03-04,5,1.7,"2008-08",,,,"WTI _ 05"
2008-03-04,6,1.91000000000001,"2008-09",,,21.1811538461538,"WTI _ 06"
2008-03-04,7,86.83,"2008-10",,,,"WTI _ 07"
2008-03-04,8,86.8576923076923,"2008-11",,,,"WTI _ 08"
2008-03-04,9,2.53,"2008-12",,,,"WTI _ 09"
2008-03-04,10,2.72,"2009-01",,,,"WTI _ 10"
2008-03-04,11,2.86,"2009-02",,,,"WTI _ 11"
2008-03-04,12,86.9684615384615,"2009-03",,,-14.1764102564103,"WTI _ 12"
2008-03-04,13,86.9915384615385,"2009-04",,,,"WTI _ 13"
2008-03-04,14,3.31,"2009-05",,,,"WTI _ 14"
2008-03-04,15,3.41000000000001,"2009-06",,,,"WTI _ 15"
2008-03-04,16,3.53,"2009-07",,,,"WTI _ 16"
2008-03-04,17,87.0592307692308,"2009-08",,,,"WTI _ 17"
2008-03-04,18,87.0746153846154,"2009-09",,,,"WTI _ 18"
2008-03-04,19,3.83,"2009-10",,,,"WTI _ 19"
2008-03-04,20,3.91000000000001,"2009-11",,,,"WTI _ 20"
2008-03-04,21,3.99000000000001,"2009-12",,,,"WTI _ 21"
2008-03-04,22,87.1238461538462,"2010-01",,,,"WTI _ 22"
2008-03-04,23,87.13,"2010-02",,,,"WTI _ 23"
2008-03-04,24,4.14,"2010-03",,,,"WTI _ 24"
2008-03-04,25,4.2,"2010-04",,,,"WTI _ 25"
2008-03-04,26,4.25,"2010-05",,,,"WTI _ 26"
2008-03-04,27,87.1623076923077,"2010-06",,,,"WTI _ 27"
2008-03-04,28,87.1669230769231,"2010-07",,,,"WTI _ 28"
2008-03-04,29,4.34,"2010-08",,,,"WTI _ 29"
2008-03-04,30,4.35000000000001,"2010-09",,,4.58991452991453,"WTI _ 30"
2008-03-04,31,4.36,"2010-10",,,,"WTI _ 31"
2008-03-04,32,87.1746153846154,"2010-11",,,,"WTI _ 32"
2008-03-04,33,87.1761538461539,"2010-12",,,,"WTI _ 33"
2008-03-04,34,4.39,"2011-01",,,,"WTI _ 34"
2008-03-05,0,0,"2008-03",,,,"WTI _ 00"
2008-03-05,1,0.519999999999996,"2008-04",,,0,"WTI _ 01"
2008-03-05,2,84.3407692307692,"2008-05",,,-83.8207692307692,"WTI _ 02"
2008-03-05,3,84.3930769230769,"2008-06",,,,"WTI _ 03"
2008-03-05,4,1.66,"2008-07",,,,"WTI _ 04"
2008-03-05,5,1.89999999999999,"2008-08",,,,"WTI _ 05"
2008-03-05,6,2.09999999999999,"2008-09",,,20.5601923076923,"WTI _ 06"
2008-03-05,7,84.5392307692308,"2008-10",,,,"WTI _ 07"
2008-03-05,8,84.5638461538461,"2008-11",,,,"WTI _ 08"
2008-03-05,9,2.67,"2008-12",,,,"WTI _ 09"
2008-03-05,10,2.84999999999999,"2009-01",,,,"WTI _ 10"
2008-03-05,11,2.98999999999999,"2009-02",,,,"WTI _ 11"
2008-03-05,12,84.6669230769231,"2009-03",,,-13.7611538461538,"WTI _ 12"
2008-03-05,13,84.6884615384615,"2009-04",,,,"WTI _ 13"
2008-03-05,14,3.39,"2009-05",,,,"WTI _ 14"
2008-03-05,15,3.47,"2009-06",,,,"WTI _ 15"
2008-03-05,16,3.56999999999999,"2009-07",,,,"WTI _ 16"
2008-03-05,17,84.7453846153846,"2009-08",,,,"WTI _ 17"
2008-03-05,18,84.7561538461538,"2009-09",,,,"WTI _ 18"
2008-03-05,19,3.80999999999999,"2009-10",,,,"WTI _ 19"
2008-03-05,20,3.86999999999999,"2009-11",,,,"WTI _ 20"
2008-03-05,21,3.94,"2009-12",,,,"WTI _ 21"
2008-03-05,22,84.7961538461538,"2010-01",,,,"WTI _ 22"
2008-03-05,23,84.8023076923077,"2010-02",,,,"WTI _ 23"
2008-03-05,24,4.06999999999999,"2010-03",,,,"WTI _ 24"
2008-03-05,25,4.11999999999999,"2010-04",,,,"WTI _ 25"
2008-03-05,26,4.16,"2010-05",,,,"WTI _ 26"
2008-03-05,27,84.8284615384615,"2010-06",,,,"WTI _ 27"
2008-03-05,28,84.83,"2010-07",,,,"WTI _ 28"
2008-03-05,29,4.19999999999999,"2010-08",,,,"WTI _ 29"
2008-03-05,30,4.19999999999999,"2010-09",,,4.47038461538462,"WTI _ 30"
2008-03-05,31,4.19999999999999,"2010-10",,,,"WTI _ 31"
2008-03-05,32,84.83,"2010-11",,,,"WTI _ 32"
2008-03-05,33,84.83,"2010-12",,,,"WTI _ 33"
2008-03-05,34,4.19999999999999,"2011-01",,,,"WTI _ 34"
2008-03-06,0,0,"2008-03",,,,"WTI _ 00"
2008-03-06,1,0.709999999999994,"2008-04",,,0,"WTI _ 01"
2008-03-06,2,88.3630769230769,"2008-05",,,-87.6530769230769,"WTI _ 02"
2008-03-06,3,88.4430769230769,"2008-06",,,,"WTI _ 03"
2008-03-06,4,2.42999999999999,"2008-07",,,,"WTI _ 04"
2008-03-06,5,2.75999999999999,"2008-08",,,,"WTI _ 05"
2008-03-06,6,3.02,"2008-09",,,21.3357692307692,"WTI _ 06"
2008-03-06,7,88.6415384615385,"2008-10",,,,"WTI _ 07"
2008-03-06,8,88.6738461538461,"2008-11",,,,"WTI _ 08"
2008-03-06,9,3.75,"2008-12",,,,"WTI _ 09"
2008-03-06,10,3.97,"2009-01",,,,"WTI _ 10"
2008-03-06,11,4.14999999999999,"2009-02",,,,"WTI _ 11"
2008-03-06,12,88.8061538461538,"2009-03",,,-14.2976923076923,"WTI _ 12"
2008-03-06,13,88.8338461538462,"2009-04",,,,"WTI _ 13"
2008-03-06,14,4.67999999999999,"2009-05",,,,"WTI _ 14"
2008-03-06,15,4.78,"2009-06",,,,"WTI _ 15"
2008-03-06,16,4.89999999999999,"2009-07",,,,"WTI _ 16"
2008-03-06,17,88.9030769230769,"2009-08",,,,"WTI _ 17"
2008-03-06,18,88.9184615384615,"2009-09",,,,"WTI _ 18"
2008-03-06,19,5.2,"2009-10",,,,"WTI _ 19"
2008-03-06,20,5.28,"2009-11",,,,"WTI _ 20"
2008-03-06,21,5.36999999999999,"2009-12",,,,"WTI _ 21"
2008-03-06,22,88.9692307692308,"2010-01",,,,"WTI _ 22"
2008-03-06,23,88.9753846153846,"2010-02",,,,"WTI _ 23"
2008-03-06,24,5.52,"2010-03",,,,"WTI _ 24"
2008-03-06,25,5.58,"2010-04",,,,"WTI _ 25"
2008-03-06,26,5.63,"2010-05",,,,"WTI _ 26"
2008-03-06,27,89.0076923076923,"2010-06",,,,"WTI _ 27"
2008-03-06,28,89.0123076923077,"2010-07",,,,"WTI _ 28"
2008-03-06,29,5.70999999999999,"2010-08",,,,"WTI _ 29"
2008-03-06,30,5.72,"2010-09",,,4.61589743589744,"WTI _ 30"
2008-03-06,31,5.72999999999999,"2010-10",,,,"WTI _ 31"
2008-03-06,32,89.0184615384615,"2010-11",,,,"WTI _ 32"
2008-03-06,33,89.0184615384615,"2010-12",,,,"WTI _ 33"
2008-03-06,34,5.73999999999999,"2011-01",,,,"WTI _ 34"
2008-03-06,35,5.73999999999999,"2011-02",,,,"WTI _ 35"
2008-03-07,0,0,"2008-03",,,,"WTI _ 00"
2008-03-07,1,89.1161538461538,"2008-04",,,0,"WTI _ 01"
2008-03-07,2,89.2515384615385,"2008-05",,,-0.135384615384616,"WTI _ 02"
2008-03-07,3,2.20999999999999,"2008-06",,,,"WTI _ 03"
2008-03-07,4,2.73,"2008-07",,,,"WTI _ 04"
2008-03-07,5,3.14,"2008-08",,,,"WTI _ 05"
2008-03-07,6,89.5392307692308,"2008-09",,,-0.0719230769230768,"WTI _ 06"
2008-03-07,7,89.5884615384615,"2008-10",,,,"WTI _ 07"
2008-03-07,8,4.02,"2008-11",,,,"WTI _ 08"
2008-03-07,9,4.28,"2008-12",,,,"WTI _ 09"
2008-03-07,10,4.52,"2009-01",,,,"WTI _ 10"
2008-03-07,11,89.73,"2009-02",,,,"WTI _ 11"
2008-03-07,12,89.7623076923077,"2009-03",,,-0.037179487179487,"WTI _ 12"
2008-03-07,13,5.09,"2009-04",,,,"WTI _ 13"
2008-03-07,14,5.23,"2009-05",,,,"WTI _ 14"
2008-03-07,15,5.33,"2009-06",,,,"WTI _ 15"
2008-03-07,16,89.8453846153846,"2009-07",,,,"WTI _ 16"
2008-03-07,17,89.8592307692308,"2009-08",,,,"WTI _ 17"
2008-03-07,18,5.63,"2009-09",,,,"WTI _ 18"
2008-03-07,19,5.72,"2009-10",,,,"WTI _ 19"
2008-03-07,20,5.8,"2009-11",,,,"WTI _ 20"
2008-03-07,21,89.91,"2009-12",,,,"WTI _ 21"
2008-03-07,22,89.9161538461538,"2010-01",,,,"WTI _ 22"
2008-03-07,23,5.95,"2010-02",,,,"WTI _ 23"
2008-03-07,24,6,"2010-03",,,,"WTI _ 24"
2008-03-07,25,6.05,"2010-04",,,,"WTI _ 25"
2008-03-07,26,89.9438461538462,"2010-05",,,,"WTI _ 26"
2008-03-07,27,89.9484615384615,"2010-06",,,,"WTI _ 27"
2008-03-07,28,6.13,"2010-07",,,,"WTI _ 28"
2008-03-07,29,6.13,"2010-08",,,,"WTI _ 29"
2008-03-07,30,6.13,"2010-09",,,4.64623931623932,"WTI _ 30"
2008-03-07,31,89.95,"2010-10",,,,"WTI _ 31"
2008-03-07,32,89.9484615384615,"2010-11",,,,"WTI _ 32"
2008-03-07,33,6.11,"2010-12",,,,"WTI _ 33"
2008-03-10,0,0,"2008-03",,,,"WTI _ 00"
2008-03-10,1,0.739999999999995,"2008-04",,,0,"WTI _ 01"
2008-03-10,2,88.6492307692308,"2008-05",,,-87.9092307692308,"WTI _ 02"
2008-03-10,3,88.7615384615384,"2008-06",,,,"WTI _ 03"
2008-03-10,4,3.08999999999999,"2008-07",,,,"WTI _ 04"
2008-03-10,5,3.64999999999999,"2008-08",,,,"WTI _ 05"
2008-03-10,6,4.09999999999999,"2008-09",,,21.1373076923077,"WTI _ 06"
2008-03-10,7,89.0861538461538,"2008-10",,,,"WTI _ 07"
2008-03-10,8,89.1369230769231,"2008-11",,,,"WTI _ 08"
2008-03-10,9,5.25,"2008-12",,,,"WTI _ 09"
2008-03-10,10,5.61,"2009-01",,,,"WTI _ 10"
2008-03-10,11,5.88,"2009-02",,,,"WTI _ 11"
2008-03-10,12,89.3415384615384,"2009-03",,,-14.2069230769231,"WTI _ 12"
2008-03-10,13,89.3830769230769,"2009-04",,,,"WTI _ 13"
2008-03-10,14,6.70999999999999,"2009-05",,,,"WTI _ 14"
2008-03-10,15,6.91,"2009-06",,,,"WTI _ 15"
2008-03-10,16,7.13,"2009-07",,,,"WTI _ 16"
2008-03-10,17,89.5123076923077,"2009-08",,,,"WTI _ 17"
2008-03-10,18,89.5353846153846,"2009-09",,,,"WTI _ 18"
2008-03-10,19,7.58999999999999,"2009-10",,,,"WTI _ 19"
2008-03-10,20,7.69999999999999,"2009-11",,,,"WTI _ 20"
2008-03-10,21,7.80999999999999,"2009-12",,,,"WTI _ 21"
2008-03-10,22,89.6015384615385,"2010-01",,,,"WTI _ 22"
2008-03-10,23,89.6092307692308,"2010-02",,,,"WTI _ 23"
2008-03-10,24,7.98999999999999,"2010-03",,,,"WTI _ 24"
2008-03-10,25,8.05,"2010-04",,,,"WTI _ 25"
2008-03-10,26,8.09999999999999,"2010-05",,,,"WTI _ 26"
2008-03-10,27,89.6415384615385,"2010-06",,,,"WTI _ 27"
2008-03-10,28,89.6446153846154,"2010-07",,,,"WTI _ 28"
2008-03-10,29,8.16999999999999,"2010-08",,,,"WTI _ 29"
2008-03-10,30,8.16999999999999,"2010-09",,,4.50952991452991,"WTI _ 30"
2008-03-10,31,8.16999999999999,"2010-10",,,,"WTI _ 31"
2008-03-10,32,89.6446153846154,"2010-11",,,,"WTI _ 32"
2008-03-10,33,89.6430769230769,"2010-12",,,,"WTI _ 33"
2008-03-11,0,0,"2008-03",,,,"WTI _ 00"
2008-03-11,1,0.930000000000007,"2008-04",,,0,"WTI _ 01"
2008-03-11,2,2.18000000000001,"2008-05",,,-1.25,"WTI _ 02"
2008-03-11,3,91.1969230769231,"2008-06",,,,"WTI _ 03"
2008-03-11,4,91.3384615384615,"2008-07",,,,"WTI _ 04"
2008-03-11,5,4.85000000000001,"2008-08",,,,"WTI _ 05"
2008-03-11,6,5.41,"2008-09",,,-0.807499999999997,"WTI _ 06"
2008-03-11,7,5.96000000000001,"2008-10",,,,"WTI _ 07"
2008-03-11,8,91.6923076923077,"2008-11",,,,"WTI _ 08"
2008-03-11,9,91.7738461538462,"2008-12",,,,"WTI _ 09"
2008-03-11,10,7.43000000000001,"2009-01",,,,"WTI _ 10"
2008-03-11,11,7.8,"2009-02",,,,"WTI _ 11"
2008-03-11,12,8.23,"2009-03",,,-0.470000000000001,"WTI _ 12"
2008-03-11,13,92.0338461538462,"2009-04",,,,"WTI _ 13"
2008-03-11,14,92.0861538461538,"2009-05",,,,"WTI _ 14"
2008-03-11,15,9.25,"2009-06",,,,"WTI _ 15"
2008-03-11,16,9.56,"2009-07",,,,"WTI _ 16"
2008-03-11,17,9.82000000000001,"2009-08",,,,"WTI _ 17"
2008-03-11,18,92.2507692307692,"2009-09",,,,"WTI _ 18"
2008-03-11,19,92.2815384615385,"2009-10",,,,"WTI _ 19"
2008-03-11,20,10.37,"2009-11",,,,"WTI _ 20"
2008-03-11,21,10.55,"2009-12",,,,"WTI _ 21"
2008-03-11,22,10.7,"2010-01",,,,"WTI _ 22"
2008-03-11,23,92.3723076923077,"2010-02",,,,"WTI _ 23"
2008-03-11,24,92.3938461538462,"2010-03",,,,"WTI _ 24"
2008-03-11,25,11.08,"2010-04",,,,"WTI _ 25"
2008-03-11,26,11.16,"2010-05",,,,"WTI _ 26"
2008-03-11,27,11.21,"2010-06",,,,"WTI _ 27"
2008-03-11,28,92.4353846153846,"2010-07",,,,"WTI _ 28"
2008-03-11,29,92.4369230769231,"2010-08",,,,"WTI _ 29"
2008-03-11,30,11.24,"2010-09",,,-0.167222222222222,"WTI _ 30"
2008-03-11,31,11.24,"2010-10",,,,"WTI _ 31"
2008-03-11,32,11.24,"2010-11",,,,"WTI _ 32"
2008-03-11,33,92.4369230769231,"2010-12",,,,"WTI _ 33"
2008-03-12,0,0,"2008-03",,,,"WTI _ 00"
2008-03-12,1,-90.6015384615385,"2008-04",,,0,"WTI _ 01"
2008-03-12,2,-89.2915384615385,"2008-05",,,-1.30999999999999,"WTI _ 02"
2008-03-12,3,-88.2715384615385,"2008-06",,,,"WTI _ 03"
2008-03-12,4,0.636923076923079,"2008-07",,,,"WTI _ 04"
2008-03-12,5,0.741538461538465,"2008-08",,,,"WTI _ 05"
2008-03-12,6,-86.1815384615385,"2008-09",,,-0.777500000000003,"WTI _ 06"
2008-03-12,7,-85.6715384615385,"2008-10",,,,"WTI _ 07"
2008-03-12,8,-85.2515384615385,"2008-11",,,,"WTI _ 08"
2008-03-12,9,1.04461538461539,"2008-12",,,,"WTI _ 09"
2008-03-12,10,1.12,"2009-01",,,,"WTI _ 10"
2008-03-12,11,-83.8615384615385,"2009-02",,,,"WTI _ 11"
2008-03-12,12,-83.4515384615385,"2009-03",,,-0.454999999999998,"WTI _ 12"
